zip,city,district,federalstate
8292,Neudau,Hartberg-Fürstenfeld,st
8292,Neudau,Güssing,st
8293,Wörth an der Lafnitz,Hartberg-Fürstenfeld,st
8294,Unterrohr,Hartberg-Fürstenfeld,st
8295,St. Johann in der Haide,Hartberg-Fürstenfeld,st
8301,Laßnitzhöhe,Graz-Umgebung,st
8302,Nestelbach bei Graz,Weiz,st
8302,Nestelbach bei Graz,Leibnitz,st
8302,Nestelbach bei Graz,Graz-Umgebung,st
8311,Markt Hartmannsdorf,Südoststeiermark,st
8311,Markt Hartmannsdorf,Hartberg-Fürstenfeld,st
8311,Markt Hartmannsdorf,Weiz,st
8312,Ottendorf an der Rittschein,Südoststeiermark,st
8312,Ottendorf an der Rittschein,Hartberg-Fürstenfeld,st
8312,Ottendorf an der Rittschein,Weiz,st
8313,Breitenfeld an der Rittschein,Südoststeiermark,st
8321,St. Margarethen an der Raab,Weiz,st
8322,Studenzen,Südoststeiermark,st
8322,Studenzen,Graz-Umgebung,st
8323,St. Marein bei Graz,Weiz,st
8323,St. Marein bei Graz,Südoststeiermark,st
8323,St. Marein bei Graz,Graz-Umgebung,st
8324,Kirchberg an der Raab,Südoststeiermark,st
8324,Kirchberg an der Raab,Graz-Umgebung,st
8330,Feldbach,Südoststeiermark,st
8332,Edelsbach bei Feldbach,Südoststeiermark,st
8333,Riegersburg,Südoststeiermark,st
8334,Lödersdorf,Südoststeiermark,st
8341,Paldau,Südoststeiermark,st
8342,Gnas,Südoststeiermark,st
8343,Trautmannsdorf in Oststeiermark,Südoststeiermark,st
8344,Bad Gleichenberg,Südoststeiermark,st
8345,Straden,Südoststeiermark,st
8350,Fehring,Südoststeiermark,st
8350,Fehring,Jennersdorf,st
8352,Unterlamm,Südoststeiermark,st
8353,Kapfenstein,Südoststeiermark,st
8354,St. Anna am Aigen,Südoststeiermark,st
8355,Tieschen,Südoststeiermark,st
8361,Hatzendorf,Südoststeiermark,st
8362,Söchau,Hartberg-Fürstenfeld,st
8362,Söchau,Südoststeiermark,st
8362,Söchau,NULL,st
8401,Kalsdorf bei Graz,Graz-Umgebung,st
8402,Werndorf,Graz-Umgebung,st
8403,Lebring,Leibnitz,st
8410,Wildon,Leibnitz,st
8410,Wildon,Graz-Umgebung,st
8411,Hengsberg,Leibnitz,st
8411,Hengsberg,Graz-Umgebung,st
8412,Allerheiligen bei Wildon,Leibnitz,st
8413,St. Georgen an der Stiefing,Leibnitz,st
8421,Wolfsberg im Schwarzautal,Südoststeiermark,st
8421,Wolfsberg im Schwarzautal,Leibnitz,st
8422,St. Nikolai ob Draßling,Leibnitz,st
8423,St. Veit am Vogau,Leibnitz,st
8424,Gabersdorf,Leibnitz,st
8430,Leibnitz,Leibnitz,st
8431,Gralla,Leibnitz,st
8434,Tillmitsch,Leibnitz,st
8435,Wagna,Leibnitz,st
8441,Fresing,Leibnitz,st
8442,Kitzeck im Sausal,Leibnitz,st
8443,Gleinstätten,Leibnitz,st
8443,Gleinstätten,Deutschlandsberg,st
8444,St. Andrä im Sausal,Leibnitz,st
8444,St. Andrä im Sausal,Deutschlandsberg,st
8451,Heimschuh,Leibnitz,st
8452,Großklein,Leibnitz,st
8453,St. Johann im Saggautal,Leibnitz,st
8454,Arnfels,Leibnitz,st
8455,Oberhaag,Leibnitz,st
8455,Oberhaag,Deutschlandsberg,st
8461,Ehrenhausen,Leibnitz,st
8462,Gamlitz,Leibnitz,st
8463,Leutschach,Leibnitz,st
8472,Straß in Steiermark,Leibnitz,st
8473,Weitersfeld an der Mur,Leibnitz,st
8480,Mureck,Südoststeiermark,st
8481,Weinburg am Saßbach,Leibnitz,st
8483,Deutsch Goritz,Südoststeiermark,st
8484,Unterpurkla,Südoststeiermark,st
8490,Bad Radkersburg,Südoststeiermark,st
8492,Halbenrain,Südoststeiermark,st
8493,Klöch,Südoststeiermark,st
8501,Lieboch,Graz-Umgebung,st
8502,Lannach,Deutschlandsberg,st
8503,St. Josef Weststeiermark,Graz-Umgebung,st
8503,St. Josef Weststeiermark,Deutschlandsberg,st
8504,Preding,Deutschlandsberg,st
8504,Preding,Graz-Umgebung,st
8504,Preding,Leibnitz,st
8505,St. Nikolai im Sausal,Leibnitz,st
8510,Stainz,Deutschlandsberg,st
8511,St. Stefan ob Stainz,Deutschlandsberg,st
8521,Wettmannstätten,Deutschlandsberg,st
8521,Wettmannstätten,Leibnitz,st
8522,Groß St. Florian,Deutschlandsberg,st
8522,Groß St. Florian,Leibnitz,st
8523,Frauental an der Laßnitz,Deutschlandsberg,st
8524,Bad Gams,Deutschlandsberg,st
8530,Deutschlandsberg,Deutschlandsberg,st
8541,Schwanberg,Deutschlandsberg,st
8542,St. Peter im Sulmtal,Deutschlandsberg,st
8543,St. Martin im Sulmtal,Deutschlandsberg,st
8544,Pölfing-Brunn,Deutschlandsberg,st
8544,Pölfing-Brunn,Leibnitz,st
8551,Wies,Deutschlandsberg,st
8552,Eibiswald,Deutschlandsberg,st
8553,St. Oswald ob Eibiswald,Deutschlandsberg,st
8554,Soboth,Deutschlandsberg,st
8561,Söding,Voitsberg,st
8561,Söding,Graz-Umgebung,st
8562,Mooskirchen,Voitsberg,st
8563,Ligist,Voitsberg,st
8564,Krottendorf-Gaisfeld,Voitsberg,st
8570,Voitsberg,Voitsberg,st
8572,Bärnbach,Voitsberg,st
8573,Kainach bei Voitsberg,Voitsberg,st
8580,Köflach,Voitsberg,st
8582,Rosental an der Kainach,Voitsberg,st
8583,Edelschrott,Voitsberg,st
8584,Hirschegg,Voitsberg,st
8591,Maria Lankowitz,Voitsberg,st
8592,Salla,Murtal,st
8592,Salla,Voitsberg,st
8593,Graden,Voitsberg,st
8600,Bruck an der Mur,Bruck-Mürzzuschlag,st
8605,Kapfenberg,Bruck-Mürzzuschlag,st
8611,St. Katharein an der Laming,Bruck-Mürzzuschlag,st
8612,Tragöß-Oberort,Bruck-Mürzzuschlag,st
8614,Breitenau,Bruck-Mürzzuschlag,st
8616,Gasen,Weiz,st
8621,Thörl,Bruck-Mürzzuschlag,st
8622,Etmißl,Bruck-Mürzzuschlag,st
8623,Aflenz Kurort,Bruck-Mürzzuschlag,st
8624,Au,Bruck-Mürzzuschlag,st
8625,Turnau,Bruck-Mürzzuschlag,st
8630,Mariazell,Bruck-Mürzzuschlag,st
8630,Mariazell,Lilienfeld,st
8632,Gußwerk,Bruck-Mürzzuschlag,st
8634,Wegscheid,Bruck-Mürzzuschlag,st
8635,Gollrad,Bruck-Mürzzuschlag,st
8636,Seewiesen,Bruck-Mürzzuschlag,st
8641,St. Marein im Mürztal,Bruck-Mürzzuschlag,st
8642,St. Lorenzen im Mürztal,Bruck-Mürzzuschlag,st
8643,Allerheiligen im Mürztal,Bruck-Mürzzuschlag,st
8644,Mürzhofen,Bruck-Mürzzuschlag,st
8650,Kindberg,Bruck-Mürzzuschlag,st
8652,Kindberg-Aumühl,Bruck-Mürzzuschlag,st
8653,Stanz im Mürztal,Bruck-Mürzzuschlag,st
8654,Fischbach,Weiz,st
8654,Fischbach,Bruck-Mürzzuschlag,st
8661,Wartberg im Mürztal,Bruck-Mürzzuschlag,st
8662,Mitterdorf im Mürztal,Bruck-Mürzzuschlag,st
8663,Dorf Veitsch,Bruck-Mürzzuschlag,st
8664,Großveitsch,Bruck-Mürzzuschlag,st
8665,Langenwang,Bruck-Mürzzuschlag,st
8670,Krieglach,Bruck-Mürzzuschlag,st
8671,Alpl,Weiz,st
8671,Alpl,Bruck-Mürzzuschlag,st
8672,St. Kathrein am Hauenstein,Weiz,st
8673,Ratten,Hartberg-Fürstenfeld,st
8673,Ratten,Weiz,st
8674,Rettenegg,Weiz,st
8674,Rettenegg,Hartberg-Fürstenfeld,st
8680,Mürzzuschlag,Bruck-Mürzzuschlag,st
8682,Mürzzuschlag-Hönigsberg,Bruck-Mürzzuschlag,st
8684,Spital am Semmering,Bruck-Mürzzuschlag,st
8685,Steinhaus am Semmering,Bruck-Mürzzuschlag,st
8691,Kapellen,Bruck-Mürzzuschlag,st
8692,Neuberg an der Mürz,Bruck-Mürzzuschlag,st
8693,Mürzsteg,Bruck-Mürzzuschlag,st
8694,Frein an der Mürz,Bruck-Mürzzuschlag,st
8694,Frein an der Mürz,Lilienfeld,st
8700,Leoben,Leoben,st
8712,Niklasdorf,Leoben,st
8713,St. Stefan ob Leoben,Leoben,st
8714,Kraubath an der Mur,Leoben,st
8715,St. Lorenzen bei Knittelfeld,Murtal,st
8720,Knittelfeld,Murtal,st
8723,Kobenz,Murtal,st
8724,Spielberg,Murtal,st
8731,Bischoffeld,Murtal,st
8732,Seckau,Murtal,st
8733,St. Marein bei Knittelfeld,Murtal,st
8734,Großlobming,Murtal,st
8740,Zeltweg,Murtal,st
8741,Weißkirchen in Steiermark,Murtal,st
8742,Obdach,Murtal,st
8750,Judenburg,Murtal,st
8753,Fohnsdorf,Murtal,st
8754,Thalheim,Murtal,st
8755,St. Peter ob Judenburg,Murtal,st
8756,St. Georgen ob Judenburg,Murtal,st
8761,Pöls,Murtal,st
8762,Oberzeiring,Murtal,st
8763,Möderbrugg,Murtal,st
8764,Pusterwald,Murtal,st
8765,St. Johann am Tauern,Murtal,st
8770,St. Michael in Obersteiermark,Leoben,st
8772,Timmersdorf,Leoben,st
8773,Kammern im Liesingtal,Leoben,st
8774,Mautern in Steiermark,Leoben,st
8775,Kalwang,Leoben,st
8781,Wald am Schoberpaß,Leoben,st
8781,Wald am Schoberpaß,Liezen,st
8782,Treglwang,Liezen,st
8783,Gaishorn am See,Liezen,st
8784,Trieben,Liezen,st
8785,Hohentauern,Murtal,st
8786,Rottenmann,Liezen,st
8790,Eisenerz,Leoben,st
8792,St. Peter-Freienstein,Leoben,st
8793,Trofaiach,Leoben,st
8794,Vordernberg,Leoben,st
8795,Radmer,Leoben,st
8800,Unzmarkt,Murtal,st
8811,Scheifling,Murau,st
8812,Mariahof,Murau,st
8813,St. Lambrecht,Murau,st
8820,Neumarkt in Steiermark,Sankt Veit an der Glan,st
8820,Neumarkt in Steiermark,Murau,st
8822,Mühlen,Sankt Veit an der Glan,st
8822,Mühlen,Murau,st
8831,Niederwölz,Murau,st
8832,Oberwölz,Murau,st
8833,Teufenbach,Murau,st
8841,Frojach,Murau,st
8842,Katsch an der Mur,Murau,st
8843,St. Peter am Kammersberg,Murau,st
8844,Schöder,Murau,st
8850,Murau,Murau,st
8850,Murau,Sankt Veit an der Glan,st
8852,Stolzalpe,Murau,st
8853,Ranten,Murau,st
8854,Krakaudorf,Murau,st
8861,St. Georgen ob Murau,Murau,st
8862,Stadl an der Mur,Murau,st
8863,Predlitz,Murau,st
8863,Predlitz,Tamsweg,st
8864,Turrach,Murau,st
8900,Selzthal,Liezen,st
8903,Lassing,Liezen,st
8904,Ardning,Liezen,st
8911,Admont,Liezen,st
8912,Johnsbach,Liezen,st
8913,Weng,Liezen,st
8920,Hieflau,Liezen,st
8921,Lainbach,Liezen,st
8922,Gams bei Hieflau,Liezen,st
8923,Palfau,Liezen,st
8924,Wildalpen,Scheibbs,st
8924,Wildalpen,Liezen,st
8931,Landl,Liezen,st
8932,Weißenbach an der Enns,Liezen,st
8933,St. Gallen,Liezen,st
8934,Altenmarkt bei St. Gallen,Steyr-Land,st
8934,Altenmarkt bei St. Gallen,Liezen,st
8940,Liezen,Liezen,st
8942,Wörschach,Liezen,st
8943,Aigen im Ennstal,Liezen,st
8950,Stainach,Liezen,st
8951,Trautenfels,Liezen,st
8952,Irdning,Liezen,st
8953,Donnersbach,Liezen,st
8954,St. Martin am Grimming,Liezen,st
8960,Öblarn,Liezen,st
8961,Stein an der Enns,Liezen,st
8962,Gröbming,Liezen,st
8965,Pruggern,Liezen,st
8966,Aich-Assach,Liezen,st
8967,Haus,Liezen,st
8970,Schladming,Liezen,st
8971,Rohrmoos-Untertal,Liezen,st
8972,Ramsau,Liezen,st
8973,Pichl,Liezen,st
8974,Mandling,Liezen,st
8974,Mandling,Sankt Johann im Pongau,st
8982,Tauplitz,Liezen,st
8983,Bad Mitterndorf,Liezen,st
8984,Kainisch,Liezen,st
8990,Bad Aussee,Liezen,st
8992,Altaussee,Liezen,st
8993,Grundlsee,Liezen,st
9323,Wildbad Einöd,Murau,st
6020,Innsbruck,Innsbruck-Land,ty
6020,Innsbruck,Innsbruck-Stadt,ty
6060,Hall in Tirol,Innsbruck-Land,ty
6063,Rum,Innsbruck-Land,ty
6065,Thaur,Innsbruck-Land,ty
6067,Absam,Innsbruck-Land,ty
6068,Mils,Innsbruck-Land,ty
6069,Gnadenwald,Innsbruck-Land,ty
6070,Ampass,Innsbruck-Land,ty
6071,Aldrans,Innsbruck-Land,ty
6072,Lans,Innsbruck-Land,ty
6073,Sistrans,Innsbruck-Land,ty
6074,Rinn,Innsbruck-Land,ty
6075,Tulfes,Innsbruck-Land,ty
6080,Innsbruck-Igls,Innsbruck-Stadt,ty
6082,Patsch,Innsbruck-Land,ty
6083,Ellbögen,Innsbruck-Land,ty
6091,Götzens,Innsbruck-Land,ty
6092,Birgitz,Innsbruck-Land,ty
6094,Axams,Innsbruck-Land,ty
6095,Grinzens,Innsbruck-Land,ty
6100,Seefeld in Tirol,Innsbruck-Land,ty
6103,Reith bei Seefeld,Innsbruck-Land,ty
6105,Leutasch,Innsbruck-Land,ty
6108,Scharnitz,Innsbruck-Land,ty
6111,Volders,Innsbruck-Land,ty
6112,Wattens,Innsbruck-Land,ty
6113,Wattenberg,Innsbruck-Land,ty
6114,Kolsass,Innsbruck-Land,ty
6115,Kolsassberg,Innsbruck-Land,ty
6116,Weer,Schwaz,ty
6121,Baumkirchen,Innsbruck-Land,ty
6122,Fritzens,Innsbruck-Land,ty
6123,Terfens,Schwaz,ty
6130,Schwaz,Schwaz,ty
6133,Weerberg,Schwaz,ty
6134,Vomp,Schwaz,ty
6135,Stans,Schwaz,ty
6136,Pill,Schwaz,ty
6141,Schönberg im Stubaital,Innsbruck-Land,ty
6142,Mieders,Innsbruck-Land,ty
6143,Matrei am Brenner,Innsbruck-Land,ty
6145,Navis,Innsbruck-Land,ty
6150,Steinach am Brenner,Innsbruck-Land,ty
6152,Trins,Innsbruck-Land,ty
6154,St. Jodok am Brenner,Innsbruck-Land,ty
6156,Gries am Brenner,Innsbruck-Land,ty
6157,Obernberg am Brenner,Innsbruck-Land,ty
6161,Natters,Innsbruck-Land,ty
6162,Mutters,Innsbruck-Land,ty
6165,Telfes im Stubai,Innsbruck-Land,ty
6166,Fulpmes,Innsbruck-Land,ty
6167,Neustift im Stubaital,Innsbruck-Land,ty
6170,Zirl,Innsbruck-Land,ty
6173,Oberperfuss,Innsbruck-Land,ty
6175,Kematen in Tirol,Innsbruck-Land,ty
6176,Völs,Innsbruck-Land,ty
6178,Unterperfuss,Innsbruck-Land,ty
6179,Ranggen,Innsbruck-Land,ty
6181,Sellrain,Innsbruck-Land,ty
6182,Gries im Sellrain,Imst,ty
6182,Gries im Sellrain,Innsbruck-Land,ty
6183,Kühtai,Imst,ty
6184,St. Sigmund,Innsbruck-Land,ty
6200,Jenbach,Schwaz,ty
6210,Wiesing,Schwaz,ty
6212,Maurach,Schwaz,ty
6213,Pertisau,Schwaz,ty
6215,Achenkirch,Schwaz,ty
6220,Buch in Tirol,Schwaz,ty
6222,Gallzein,Schwaz,ty
6230,Brixlegg,Kufstein,ty
6232,Münster,Kufstein,ty
6233,Kramsach,Kufstein,ty
6234,Brandenberg,Kufstein,ty
6235,Reith im Alpbachtal,Kufstein,ty
6236,Alpbach,Kufstein,ty
6240,Rattenberg,Kufstein,ty
6241,Radfeld,Kufstein,ty
6250,Kundl,Kufstein,ty
6252,Breitenbach am Inn,Kufstein,ty
6260,Bruck am Ziller,Schwaz,ty
6260,Bruck am Ziller,Kufstein,ty
6261,Strass im Zillertal,Schwaz,ty
6262,Schlitters,Schwaz,ty
6263,Fügen,Schwaz,ty
6264,Fügenberg,Schwaz,ty
6265,Hart im Zillertal,Schwaz,ty
6271,Uderns,Schwaz,ty
6272,Kaltenbach,Schwaz,ty
6273,Ried im Zillertal,Schwaz,ty
6274,Aschau,Schwaz,ty
6275,Stumm,Schwaz,ty
6276,Stummerberg,Schwaz,ty
6277,Zellberg,Schwaz,ty
6278,Hainzenberg,Schwaz,ty
6280,Zell am Ziller,Schwaz,ty
6281,Gerlos,Schwaz,ty
6283,Hippach,Schwaz,ty
6284,Ramsau im Zillertal,Schwaz,ty
6290,Mayrhofen,Schwaz,ty
6292,Finkenberg,Schwaz,ty
6293,Tux,Schwaz,ty
6294,Hintertux,Schwaz,ty
6295,Ginzling,Schwaz,ty
6300,Wörgl,Kufstein,ty
6305,Itter,Kitzbühel,ty
6306,Söll,Kufstein,ty
6311,Wildschönau-Oberau,Kufstein,ty
6313,Wildschönau-Auffach,Kufstein,ty
6314,Wildschönau-Niederau,Kufstein,ty
6314,Wildschönau-Niederau,Kitzbühel,ty
6320,Angerberg,Kufstein,ty
6321,Angath,Kufstein,ty
6322,Kirchbichl,Kufstein,ty
6323,Bad Häring,Kufstein,ty
6324,Mariastein,Kufstein,ty
6330,Kufstein,Kufstein,ty
6334,Schwoich,Kufstein,ty
6335,Thiersee,Kufstein,ty
6336,Langkampfen,Kufstein,ty
6341,Ebbs,Kufstein,ty
6342,Niederndorf,Kufstein,ty
6343,Erl,Kufstein,ty
6344,Walchsee,Kufstein,ty
6345,Kössen,Kitzbühel,ty
6346,Niederndorferberg,Kufstein,ty
6347,Rettenschöss,Kufstein,ty
6351,Scheffau am Wilden Kaiser,Kufstein,ty
6352,Ellmau,Kufstein,ty
6353,Going am Wilden Kaiser,Kitzbühel,ty
6361,Hopfgarten,Kitzbühel,ty
6363,Westendorf,Kitzbühel,ty
6364,Brixen im Thale,Kitzbühel,ty
6365,Kirchberg in Tirol,Kitzbühel,ty
6370,Kitzbühel,Kitzbühel,ty
6371,Aurach,Kitzbühel,ty
6372,Oberndorf in Tirol,Kitzbühel,ty
6373,Jochberg,Kitzbühel,ty
6380,St. Johann in Tirol,Kitzbühel,ty
6382,Kirchdorf in Tirol,Kitzbühel,ty
6383,Erpfendorf,Kitzbühel,ty
6384,Waidring,Kitzbühel,ty
6385,Schwendt,Kitzbühel,ty
6391,Fieberbrunn,Kitzbühel,ty
6392,St. Jakob in Haus,Kitzbühel,ty
6393,St. Ulrich am Pillersee,Kitzbühel,ty
6395,Hochfilzen,Kitzbühel,ty
6401,Inzing,Innsbruck-Land,ty
6402,Hatting,Innsbruck-Land,ty
6403,Flaurling,Innsbruck-Land,ty
6404,Polling,Innsbruck-Land,ty
6405,Pfaffenhofen,Innsbruck-Land,ty
6406,Oberhofen im Inntal,Innsbruck-Land,ty
6408,Pettnau,Innsbruck-Land,ty
6410,Telfs,Innsbruck-Land,ty
6413,Wildermieming,Innsbruck-Land,ty
6414,Mieming,Imst,ty
6416,Obsteig,Imst,ty
6421,Rietz,Imst,ty
6422,Stams,Imst,ty
6423,Mötz,Imst,ty
6424,Silz,Imst,ty
6425,Haiming,Imst,ty
6426,Roppen,Imst,ty
6430,Ötztal Bahnhof,Imst,ty
6432,Sautens,Imst,ty
6433,Oetz,Imst,ty
6441,Umhausen,Imst,ty
6444,Längenfeld,Imst,ty
6450,Sölden,Imst,ty
6452,Hochsölden,Imst,ty
6456,Obergurgl,Imst,ty
6458,Vent,Imst,ty
6460,Imst,Imst,ty
6462,Karres,Imst,ty
6463,Karrösten,Imst,ty
6464,Tarrenz,Imst,ty
6465,Nassereith,Imst,ty
6471,Arzl im Pitztal,Imst,ty
6473,Wenns,Landeck,ty
6473,Wenns,Imst,ty
6474,Jerzens,Imst,ty
6481,St. Leonhard im Pitztal,Imst,ty
6491,Schönwies,Landeck,ty
6492,Imsterberg,Imst,ty
6493,Mils,Imst,ty
6500,Landeck,Landeck,ty
6511,Zams,Landeck,ty
6521,Fließ,Landeck,ty
6522,Prutz,Landeck,ty
6524,Feichten im Kaunertal,Landeck,ty
6525,Faggen,Landeck,ty
6526,Kauns,Landeck,ty
6527,Kaunerberg,Landeck,ty
6528,Fendels,Landeck,ty
6531,Ried im Oberinntal,Landeck,ty
6532,Ladis,Landeck,ty
6533,Fiss,Landeck,ty
6534,Serfaus,Landeck,ty
6541,Tösens,Landeck,ty
6542,Pfunds,Landeck,ty
6543,Nauders,Landeck,ty
6544,Spiss,Landeck,ty
6551,Pians,Landeck,ty
6552,Tobadill,Landeck,ty
6553,See,Landeck,ty
6555,Kappl,Landeck,ty
6561,Ischgl,Landeck,ty
6562,Mathon,Landeck,ty
6563,Galtür,Landeck,ty
6571,Strengen,Landeck,ty
6572,Flirsch,Landeck,ty
6574,Pettneu am Arlberg,Landeck,ty
6580,St. Anton am Arlberg,Landeck,ty
6591,Grins,Landeck,ty
6600,Reutte,Reutte,ty
6604,Höfen,Reutte,ty
6610,Wängle,Reutte,ty
6611,Heiterwang,Reutte,ty
6621,Bichlbach,Reutte,ty
6622,Berwang,Reutte,ty
6623,Namlos,Reutte,ty
6631,Lermoos,Reutte,ty
6632,Ehrwald,Reutte,ty
6633,Biberwier,Reutte,ty
6642,Stanzach,Reutte,ty
6644,Elmen,Reutte,ty
6645,Vorderhornbach,Reutte,ty
6646,Hinterhornbach,Reutte,ty
6647,Pfafflar,Reutte,ty
6650,Gramais,Reutte,ty
6651,Häselgehr,Reutte,ty
6652,Elbigenalp,Reutte,ty
6653,Bach,Reutte,ty
6654,Holzgau,Reutte,ty
6655,Steeg,Reutte,ty
6670,Forchach,Reutte,ty
6671,Weißenbach am Lech,Reutte,ty
6672,Nesselwängle,Reutte,ty
6673,Grän,Reutte,ty
6675,Tannheim,Reutte,ty
6677,Schattwald,Reutte,ty
6682,Vils,Reutte,ty
6691,Jungholz,Reutte,ty
9782,Nikolsdorf,Lienz,ty
9900,Lienz,Lienz,ty
9903,Oberlienz,Lienz,ty
9904,Thurn,Lienz,ty
9905,Gaimberg,Lienz,ty
9906,Lavant,Lienz,ty
9907,Tristach,Lienz,ty
9908,Amlach,Lienz,ty
9909,Leisach,Lienz,ty
9911,Assling,Lienz,ty
9912,Anras,Lienz,ty
9913,Abfaltersbach,Lienz,ty
9918,Strassen,Lienz,ty
9919,Heinfels,Lienz,ty
9920,Sillian,Lienz,ty
9931,Außervillgraten,Lienz,ty
9932,Innervillgraten,Lienz,ty
9941,Kartitsch,Lienz,ty
9942,Obertilliach,Lienz,ty
9943,Untertilliach,Lienz,ty
9951,Ainet,Lienz,ty
9952,St. Johann im Walde,Lienz,ty
9954,Schlaiten,Lienz,ty
9961,Hopfgarten in Defereggen,Lienz,ty
9962,St. Veit in Defereggen,Lienz,ty
9963,St. Jakob in Defereggen,Lienz,ty
9971,Matrei in Osttirol,Lienz,ty
9972,Virgen,Lienz,ty
9974,Prägraten,Lienz,ty
9981,Kals,Lienz,ty
9990,Nußdorf-Debant,Lienz,ty
9991,Dölsach,Lienz,ty
9992,Iselsberg-Stronach,Lienz,ty
6700,Bludenz,Bludenz,vb
6706,Bürs,Bludenz,vb
6707,Bürserberg,Bludenz,vb
6708,Brand,Bludenz,vb
6710,Nenzing,Bludenz,vb
6712,Thüringen,Bludenz,vb
6713,Ludesch,Bludenz,vb
6714,Nüziders,Bludenz,vb
6719,Bludesch,Bludenz,vb
6721,Thüringerberg,Bludenz,vb
6722,St. Gerold,Bludenz,vb
6723,Blons,Bludenz,vb
6731,Sonntag,Bludenz,vb
6733,Fontanella,Bludenz,vb
6741,Raggal,Bludenz,vb
6751,Braz,Bludenz,vb
6752,Dalaas,Bludenz,vb
6754,Klösterle,Bludenz,vb
6762,Stuben,Bludenz,vb
6763,Zürs,Bludenz,vb
6764,Lech,Bludenz,vb
6767,Warth,Reutte,vb
6767,Warth,Bregenz,vb
6771,St. Anton im Montafon,Bludenz,vb
6773,Vandans,Bludenz,vb
6774,Tschagguns,Bludenz,vb
6780,Schruns,Bludenz,vb
6781,Bartholomäberg,Bludenz,vb
6782,Silbertal,Bludenz,vb
6787,Gargellen,Bludenz,vb
6791,St. Gallenkirch,Bludenz,vb
6793,Gaschurn,Bludenz,vb
6794,Partenen,Bludenz,vb
6800,Feldkirch,Feldkirch,vb
6811,Göfis,Feldkirch,vb
6812,Meiningen,Feldkirch,vb
6820,Frastanz,Bludenz,vb
6820,Frastanz,Feldkirch,vb
6822,Satteins,Feldkirch,vb
6824,Schlins,Feldkirch,vb
6830,Rankweil,Feldkirch,vb
6832,Sulz-Röthis,Feldkirch,vb
6833,Klaus-Weiler,Feldkirch,vb
6834,Übersaxen,Feldkirch,vb
6835,Zwischenwasser,Feldkirch,vb
6836,Viktorsberg,Feldkirch,vb
6837,Weiler,Feldkirch,vb
6840,Götzis,Feldkirch,vb
6841,Mäder,Feldkirch,vb
6842,Koblach,Feldkirch,vb
6844,Altach,Feldkirch,vb
6845,Hohenems,Dornbirn,vb
6850,Dornbirn,Bregenz,vb
6850,Dornbirn,Dornbirn,vb
6858,Schwarzach,Bregenz,vb
6861,Alberschwende,Bregenz,vb
6863,Egg,Bregenz,vb
6866,Andelsbuch,Bregenz,vb
6867,Schwarzenberg,Bregenz,vb
6870,Bezau,Bregenz,vb
6874,Bizau,Bregenz,vb
6881,Mellau,Bregenz,vb
6882,Schnepfau,Bregenz,vb
6883,Au,Bregenz,vb
6884,Damüls,Bregenz,vb
6886,Schoppernau,Bregenz,vb
6888,Schröcken,Bregenz,vb
6890,Lustenau,Dornbirn,vb
6900,Bregenz,Bregenz,vb
6911,Lochau,Bregenz,vb
6912,Hörbranz,Bregenz,vb
6914,Hohenweiler,Bregenz,vb
6921,Kennelbach,Bregenz,vb
6922,Wolfurt,Bregenz,vb
6923,Lauterach,Bregenz,vb
6932,Langen bei Bregenz,Bregenz,vb
6933,Doren,Bregenz,vb
6934,Sulzberg,Bregenz,vb
6941,Langenegg,Bregenz,vb
6942,Krumbach,Bregenz,vb
6943,Riefensberg,Bregenz,vb
6951,Lingenau,Bregenz,vb
6952,Hittisau,Bregenz,vb
6960,Wolfurt-Bahnhof,Bregenz,vb
6971,Hard,Bregenz,vb
6972,Fußach,Bregenz,vb
6973,Höchst,Bregenz,vb
6974,Gaißau,Bregenz,vb
6991,Riezlern,Bregenz,vb
6992,Hirschegg,Bregenz,vb
6993,Mittelberg,Bregenz,vb
1010,Wien,Wien  1.,Innere Stadt,vi
1020,Wien,Wien  2.,Leopoldstadt,vi
1030,Wien,Wien  3.,Landstraße,vi
1040,Wien,Wien  4.,Wieden,vi
1050,Wien,Wien  5.,Margareten,vi
1060,Wien,Wien  6.,Mariahilf,vi
1070,Wien,Wien  7.,Neubau,vi
1080,Wien,Wien  8.,Josefstadt,vi
1090,Wien,Wien  9.,Alsergrund,vi
1100,Wien,Wien 10.,Favoriten,vi
1110,Wien,Wien 11.,Simmering,vi
1120,Wien,Wien 12.,Meidling,vi
1130,Wien,Wien 13.,Hietzing,vi
1140,Wien,Sankt Pölten(Land),vi
1140,Wien,Wien 14.,Penzing,vi
1140,Wien,Tulln,vi
1150,Wien,Wien 15.,Rudolfsheim-Fünfhaus,vi
1160,Wien,Wien 16.,Ottakring,vi
1170,Wien,Wien 17.,Hernals,vi
1180,Wien,Wien 18.,Währing,vi
1190,Wien,Wien 18.,Währing,vi
1190,Wien,Wien 19.,Döbling,vi
1190,Wien,Tulln,vi
1200,Wien,Wien 20.,Brigittenau,vi
1210,Wien,Korneuburg,vi
1210,Wien,Wien 21.,Floridsdorf,vi
1220,Wien,Wien 22.,Donaustadt,vi
1230,Wien,Wien 23.,Liesing,vi
1300,Wien-Flughafen,Bruck/Leitha,vi
